iter	Passed	Remaining
1662	52111	10560
1663	52144	10529
1664	52178	10498
1665	52212	10467
1666	52244	10436
1667	52278	10405
1668	52311	10374
1669	52344	10343
1670	52377	10312
1671	52410	10281
1672	52442	10250
1673	52475	10219
1674	52508	10188
1675	52540	10156
1676	52571	10125
1677	52603	10094
1678	52636	10063
1679	52668	10032
1680	52699	10000
1681	52732	9969
1682	52765	9938
1683	52799	9907
1684	52835	9877
1685	52867	9846
1686	52899	9814
1687	52932	9783
1688	52964	9752
1689	52996	9721
1690	53028	9689
1691	53061	9658
1692	53094	9627
1693	53127	9596
1694	53159	9565
1695	53192	9534
1696	53224	9503
1697	53257	9472
1698	53290	9441
1699	53324	9410
1700	53356	9378
1701	53387	9347
1702	53418	9316
1703	53448	9284
1704	53478	9252
1705	53512	9221
1706	53543	9190
1707	53574	9159
1708	53607	9128
1709	53639	9096
1710	53670	9065
1711	53701	9033
1712	53733	9002
1713	53767	8971
1714	53798	8940
1715	53829	8908
1716	53861	8877
1717	53893	8846
1718	53924	8814
1719	53955	8783
1720	53987	8752
1721	54020	8721
1722	54053	8689
1723	54086	8658
1724	54119	8627
1725	54152	8596
1726	54187	8565
1727	54218	8534
1728	54251	8503
1729	54284	8472
1730	54315	8440
1731	54345	8409
1732	54378	8377
1733	54407	8346
1734	54440	8315
1735	54474	8284
1736	54506	8252
1737	54537	8221
1738	54569	8190
1739	54602	8159
1740	54634	8127
1741	54667	8096
1742	54699	8065
1743	54730	8033
1744	54763	8002
1745	54794	7971
1746	54825	7939
1747	54856	7908
1748	54888	7877
1749	54920	7845
1750	54950	7814
1751	54981	7782
1752	55014	7751
1753	55047	7720
1754	55079	7689
1755	55111	7657
1756	55144	7626
1757	55177	7595
1758	55210	7564
1759	55242	7533
1760	55273	7501
1761	55305	7470
1762	55338	7439
1763	55374	7408
1764	55406	7377
1765	55437	7345
1766	55468	7314
1767	55499	7282
1768	55533	7251
1769	55567	7220
1770	55598	7189
1771	55629	7157
1772	55660	7126
1773	55691	7094
1774	55722	7063
1775	55777	7034
1776	55835	7006
1777	55869	6975
1778	55903	6944
1779	55938	6913
1780	55970	6882
1781	56004	6851
1782	56037	6820
1783	56069	6788
1784	56101	6757
1785	56135	6726
1786	56169	6695
1787	56202	6663
1788	56236	6632
1789	56270	6601
1790	56302	6570
1791	56336	6539
1792	56369	6507
1793	56402	6476
1794	56435	6445
1795	56468	6414
1796	56504	6383
1797	56536	6351
1798	56567	6320
1799	56599	6288
1800	56632	6257
1801	56663	6226
1802	56695	6194
1803	56728	6163
1804	56761	6132
1805	56794	6100
1806	56824	6069
1807	56856	6037
1808	56887	6006
1809	56918	5974
1810	56951	5943
1811	56983	5912
1812	57016	5880
1813	57046	5849
1814	57078	5817
1815	57111	5786
1816	57145	5755
1817	57178	5724
1818	57210	5692
1819	57243	5661
1820	57275	5630
1821	57306	5598
1822	57340	5567
1823	57375	5536
1824	57409	5505
1825	57442	5473
1826	57474	5442
1827	57507	5410
1828	57539	5379
1829	57571	5348
1830	57604	5316
1831	57638	5285
1832	57672	5254
1833	57705	5223
1834	57736	5191
1835	57766	5159
1836	57796	5128
1837	57828	5096
1838	57859	5065
1839	57892	5034
1840	57923	5002
1841	57956	4971
1842	57987	4939
1843	58020	4908
1844	58052	4877
1845	58084	4845
1846	58117	4814
1847	58148	4782
1848	58182	4751
1849	58213	4720
1850	58247	4688
1851	58278	4657
1852	58308	4625
1853	58342	4594
1854	58375	4563
1855	58406	4531
1856	58437	4500
1857	58468	4468
1858	58499	4437
1859	58532	4405
1860	58566	4374
1861	58598	4342
1862	58632	4311
1863	58664	4280
1864	58696	4248
1865	58730	4217
1866	58763	4186
1867	58795	4154
1868	58827	4123
1869	58860	4091
1870	58893	4060
1871	58924	4029
1872	58956	3997
1873	58989	3966
1874	59020	3934
1875	59054	3903
1876	59085	3871
1877	59116	3840
1878	59149	3809
1879	59180	3777
1880	59213	3746
1881	59244	3714
1882	59276	3683
1883	59309	3651
1884	59339	3620
1885	59371	3588
1886	59402	3557
1887	59435	3525
1888	59468	3494
1889	59499	3462
1890	59530	3431
1891	59561	3399
1892	59593	3368
1893	59625	3337
1894	59659	3305
1895	59690	3274
1896	59722	3242
1897	59754	3211
1898	59786	3179
1899	59817	3148
1900	59848	3116
1901	59890	3085
1902	59920	3054
1903	59953	3022
1904	59987	2991
1905	60020	2960
1906	60052	2928
1907	60085	2897
1908	60119	2865
1909	60152	2834
1910	60184	2802
1911	60216	2771
1912	60249	2740
1913	60281	2708
1914	60315	2677
1915	60348	2645
1916	60379	2614
1917	60410	2582
1918	60442	2551
1919	60474	2519
1920	60506	2488
1921	60537	2456
1922	60569	2425
1923	60602	2393
1924	60633	2362
1925	60665	2330
1926	60697	2299
1927	60729	2267
1928	60761	2236
1929	60793	2204
1930	60825	2173
1931	60855	2141
1932	60888	2110
1933	60921	2079
1934	60953	2047
1935	60986	2016
1936	61018	1984
1937	61049	1953
1938	61082	1921
1939	61113	1890
1940	61145	1858
1941	61177	1827
1942	61210	1795
1943	61244	1764
1944	61276	1732
1945	61308	1701
1946	61341	1669
1947	61375	1638
1948	61408	1606
1949	61440	1575
1950	61473	1543
1951	61508	1512
1952	61541	1481
1953	61573	1449
1954	61608	1418
1955	61642	1386
1956	61676	1355
1957	61708	1323
1958	61741	1292
1959	61770	1260
1960	61802	1229
1961	61832	1197
1962	61864	1166
1963	61896	1134
1964	61928	1103
1965	61960	1071
1966	61992	1040
1967	62024	1008
1968	62056	977
1969	62088	945
1970	62120	914
1971	62153	882
1972	62186	851
1973	62216	819
1974	62251	787
1975	62284	756
1976	62318	724
1977	62350	693
1978	62382	661
1979	62416	630
1980	62449	598
1981	62482	567
1982	62514	535
1983	62546	504
1984	62578	472
1985	62611	441
1986	62641	409
1987	62673	378
1988	62705	346
1989	62737	315
1990	62770	283
1991	62803	252
1992	62835	220
1993	62866	189
1994	62898	157
1995	62929	126
1996	62961	94
1997	62993	63
1998	63026	31
1999	63058	0
