iter	Logloss
194	0.6398351604
195	0.6395600472
196	0.6392513031
197	0.6389864326
198	0.6387735073
199	0.6385742999
200	0.6383288283
201	0.6380391297
202	0.6378094843
203	0.6375416801
204	0.6373165308
205	0.6371112113
206	0.6368044866
207	0.6365372481
208	0.6362640114
209	0.6360440714
210	0.6358023786
211	0.6355229614
212	0.6352038733
213	0.6349048476
214	0.6346342114
215	0.6344129587
216	0.6341843686
217	0.6339905523
218	0.6337427938
219	0.6334985745
220	0.6332427724
221	0.6329475089
222	0.6327340784
223	0.6325532644
224	0.6323110329
225	0.6320142866
226	0.6317878313
227	0.6315300837
228	0.6312733972
229	0.6310291517
230	0.630833469
231	0.630622477
232	0.6303811057
233	0.6300762444
234	0.6298467952
235	0.6296305913
236	0.6293892955
237	0.6292174368
238	0.6289391634
239	0.6286527618
240	0.6284806434
241	0.6282480107
242	0.6280035738
243	0.6277473881
244	0.6274776119
245	0.6271685693
246	0.6270006329
247	0.6267225091
248	0.6264303278
249	0.6261650717
250	0.6258941696
251	0.6257140614
252	0.6255203229
253	0.6252940214
254	0.6250495556
255	0.6247977265
256	0.6245179929
257	0.6242454494
258	0.6239845859
259	0.6237762934
260	0.6235472091
261	0.6232994601
262	0.6230659127
263	0.622936719
264	0.6227040829
265	0.6224407645
266	0.622194451
267	0.6219379905
268	0.6216956643
269	0.6214590629
270	0.6211951961
271	0.6209312461
272	0.6207536101
273	0.6204791907
274	0.620225637
275	0.619989655
276	0.6197583289
277	0.6194733066
278	0.6192243637
279	0.619007524
280	0.6187696823
281	0.6185124582
282	0.6182791046
283	0.6181232544
284	0.6179243469
285	0.6176280865
286	0.6174754217
287	0.6172713933
288	0.6170602732
289	0.616815059
290	0.6165235701
291	0.616356285
292	0.6160577131
293	0.6157979177
294	0.6155932326
295	0.6152897128
296	0.6150501682
297	0.6148938978
298	0.614676628
299	0.6144341708
300	0.6141620287
301	0.6138919696
302	0.6136427345
303	0.6133764753
304	0.613166568
305	0.6128750089
306	0.612571037
307	0.6123355932
308	0.6121194862
309	0.6118352751
310	0.6116631509
311	0.6113551913
312	0.6110808668
313	0.6107993022
314	0.6105477329
315	0.610325647
316	0.6101196214
317	0.6098165984
318	0.609609443
319	0.6093610876
320	0.609206485
321	0.6090532026
322	0.6088806354
323	0.6086675834
324	0.6084364815
325	0.6081826764
326	0.6079501185
327	0.6077007405
328	0.6074709371
329	0.6071782819
330	0.6069854594
331	0.6066692507
332	0.6065002451
333	0.6063369934
334	0.6061612603
335	0.6059422282
336	0.6056749646
337	0.6055008559
338	0.6051876387
339	0.6050207641
340	0.6047717179
341	0.6045683353
342	0.6043632833
343	0.6041693399
344	0.603897446
345	0.6036823726
346	0.6033987526
347	0.6032311329
348	0.6030106337
349	0.602776622
350	0.6025893548
351	0.6024128074
352	0.6022354423
353	0.6019877187
354	0.6017984098
355	0.6015820896
356	0.6013370756
357	0.6011257435
358	0.6009981964
359	0.6007996703
360	0.6004678709
361	0.6002940991
362	0.6000429344
363	0.5998459047
364	0.5996704273
365	0.5994712125
366	0.5992433598
367	0.5990254031
368	0.5988390794
369	0.5986090398
370	0.5983683677
371	0.5981820747
372	0.5979784589
373	0.597714697
374	0.5974746828
375	0.5972622968
376	0.5970731877
377	0.5969264632
378	0.5967098646
379	0.5964881329
380	0.5962791974
381	0.5960445617
382	0.5958057829
383	0.5956254707
384	0.595361458
385	0.5951596852
386	0.5949614353
387	0.5947530689
388	0.5945031916
389	0.5942898536
390	0.5941238671
391	0.593887068
392	0.5936828481
393	0.5934637582
394	0.5932763333
395	0.5930597515
396	0.592888934
397	0.5926881569
398	0.5924303793
399	0.5921737196
400	0.5919330771
401	0.5917475874
402	0.5915007421
403	0.5912177357
404	0.5910080619
405	0.5907658764
406	0.5905526641
407	0.5903607086
408	0.5902078533
409	0.5899364628
410	0.5896823185
411	0.589502685
412	0.589350626
413	0.5891389155
414	0.5889548882
415	0.5887718456
416	0.5884696205
417	0.5882740687
418	0.5880737403
419	0.5878979108
420	0.587686574
421	0.58745181
422	0.5872578737
423	0.5870350753
424	0.5867895537
425	0.5865997688
426	0.5863985167
427	0.586176165
428	0.5859395941
429	0.5857853448
430	0.5855875906
431	0.585431771
432	0.5852291439
433	0.5850651705
434	0.5848867191
435	0.5846543824
436	0.584420426
437	0.584218077
438	0.5839824725
439	0.5837873438
440	0.5836122887
441	0.583364389
442	0.5831198233
443	0.582904993
444	0.5826784373
445	0.5825319024
446	0.5823715544
447	0.5821703957
448	0.5819437117
449	0.5817918419
450	0.581530095
451	0.5813229206
452	0.5811038563
453	0.5808887749
454	0.5806994536
455	0.5805320846
456	0.5803382771
457	0.58018261
458	0.5799214992
459	0.5796921798
460	0.5795687273
461	0.579421819
462	0.579292274
463	0.5790053787
464	0.5788304489
465	0.5786530255
466	0.578452473
467	0.5782343347
468	0.5779304812
469	0.5777157059
470	0.5775459129
471	0.5773976471
472	0.5772240229
473	0.5770539022
474	0.5768824889
475	0.5767114282
476	0.5765089422
477	0.5762929972
478	0.5761397884
479	0.5759051438
480	0.5756972153
481	0.5754791002
482	0.575345488
483	0.5751349653
484	0.5749590657
485	0.5747052286
486	0.5745232887
487	0.5743668777
488	0.5741352365
489	0.5739308441
490	0.5737901626
491	0.5736268241
492	0.5734540192
493	0.5732805278
494	0.5731418425
495	0.5729814583
496	0.5727954527
497	0.5726396968
498	0.5724548855
499	0.5722336739
500	0.5720208936
501	0.5718063338
502	0.5716008139
503	0.5714429709
504	0.5712938615
505	0.5710727721
506	0.5709193327
507	0.5707582216
508	0.5705923247
509	0.570376167
510	0.5701789981
511	0.5699748798
512	0.5697454637
513	0.5696033688
514	0.5693845412
515	0.5692396788
516	0.5690183924
517	0.5689041625
518	0.5687415655
519	0.5685033543
520	0.5683068348
521	0.5681748207
522	0.5680014915
523	0.5677925641
524	0.5676234007
525	0.5673775299
526	0.5671735336
527	0.5669609105
528	0.5667489778
529	0.5666197563
530	0.5664476274
531	0.5662732793
532	0.5660753961
533	0.5659014812
534	0.5657599971
535	0.5655143198
536	0.5653176161
537	0.5651876206
538	0.5650266584
539	0.564836385
540	0.5646802859
541	0.5644184106
542	0.564268133
543	0.5640401229
544	0.563798383
545	0.5635700832
546	0.5633702222
547	0.5631909369
548	0.5629926696
549	0.5627956847
550	0.5626077153
551	0.5624017979
552	0.5622203301
553	0.5620060686
554	0.5618979357
555	0.5617359201
556	0.5615112973
557	0.5613264981
558	0.5611585882
559	0.5610055894
560	0.5608284925
561	0.5606027709
562	0.5604185341
563	0.5601654273
564	0.5599715896
565	0.5598648638
566	0.5596636318
567	0.5594999488
568	0.5593023529
569	0.5591319346
570	0.5589853939
571	0.5588039142
572	0.5586041507
573	0.558412762
574	0.5583037131
575	0.5581504418
576	0.5579724045
577	0.5577885174
578	0.5575053081
579	0.5572752133
580	0.5570959109
581	0.5568890792
582	0.5567163668
583	0.5565224823
584	0.5563943177
585	0.5561463838
586	0.5559562658
587	0.5557805915
588	0.5555357353
589	0.5553675989
590	0.5551976952
591	0.5550323594
592	0.5548183511
593	0.5546583836
594	0.5544735218
595	0.5542953056
596	0.5541090717
597	0.5539580002
598	0.5538095121
599	0.5536613442
600	0.5534416297
601	0.5532434764
602	0.5530894447
603	0.5528191969
604	0.5526693338
605	0.5524609696
606	0.5522569682
607	0.5520517559
608	0.5518853835
609	0.5516350744
610	0.5514796527
611	0.5513515679
612	0.5511485321
613	0.5510086999
614	0.550828312
615	0.5506116977
616	0.5504199472
617	0.5502190418
618	0.5500230882
619	0.5498395921
620	0.5496638562
621	0.5494962187
622	0.5493510692
623	0.5491424522
624	0.548982646
625	0.5487934994
626	0.5486544969
627	0.5484507031
628	0.5483013035
629	0.5480857984
630	0.5478895912
631	0.5477161662
632	0.5475199134
633	0.5474049229
634	0.5472850298
635	0.5471120054
636	0.5469137256
637	0.5466986962
638	0.546540523
639	0.546366518
640	0.5462252625
641	0.5460192304
642	0.5458461518
643	0.54569409
644	0.5455086833
645	0.5453406579
646	0.54517485
647	0.5450335454
648	0.5448937673
649	0.5446830707
650	0.5445226778
651	0.5444101503
652	0.5442548287
653	0.5440852012
654	0.5438565774
655	0.54367768
656	0.5434499012
657	0.5432678553
658	0.5431825064
659	0.5429573386
660	0.5428616452
661	0.5427409267
662	0.5425715028
663	0.5424561073
664	0.5423034366
665	0.5421292452
666	0.5419160207
667	0.5417633006
668	0.541531419
669	0.54134216
670	0.5411753135
671	0.5409759676
672	0.5408235699
673	0.5406004622
674	0.540429089
675	0.5402852829
676	0.5400699224
677	0.5399031824
678	0.5397212295
679	0.5396066804
680	0.5394350428
681	0.5392329815
682	0.5391215309
683	0.5389117299
684	0.5388031114
685	0.5386869622
686	0.5385014004
687	0.538298848
688	0.5381098276
689	0.5379885047
690	0.5377522499
691	0.5376071353
692	0.5374321943
693	0.537267613
694	0.5370947652
695	0.5368719865
696	0.536695003
697	0.5364584742
698	0.5362345527
699	0.5361313305
700	0.5360197005
701	0.5358850508
702	0.5357255048
703	0.535546102
704	0.5353525142
705	0.5352012497
706	0.5350420332
707	0.5348496185
708	0.5346961849
709	0.5344705458
710	0.5342705829
711	0.5341473678
712	0.5339903334
713	0.533863793
714	0.533711579
715	0.5335104944
716	0.5333492878
717	0.5332418567
718	0.5330862045
719	0.5328980171
720	0.5327214656
721	0.5325986072
722	0.5324041059
723	0.5321818685
724	0.5320295278
725	0.531896922
726	0.5317171785
727	0.5315639393
728	0.5313961328
729	0.5312129957
730	0.5310552031
731	0.5308508341
732	0.5306463613
733	0.5304766159
734	0.5303129539
735	0.5301395563
736	0.5299910782
737	0.5298866102
738	0.5296882739
739	0.5294866224
740	0.5292809104
741	0.5291260892
742	0.5290317347
743	0.5288601888
744	0.5286832051
745	0.5285290167
746	0.5283761081
747	0.5282434538
748	0.5280173702
749	0.527919532
750	0.5277737018
751	0.5276292521
752	0.5274820718
753	0.5273132792
754	0.5271500996
755	0.5270270931
756	0.5268820831
757	0.5267805991
758	0.5266050017
759	0.5264146759
760	0.5262612119
761	0.5260759835
762	0.525945927
763	0.5258252224
764	0.525636486
765	0.5255050728
766	0.5253978817
767	0.5252113924
768	0.5250423583
769	0.5248497745
770	0.5246820632
771	0.5244697841
772	0.5242543582
773	0.5241318631
774	0.5239153377
775	0.5237481175
776	0.5235854452
777	0.5233999839
778	0.5232989774
779	0.5231527356
780	0.5229428861
781	0.5227398588
782	0.5224992146
783	0.5222966947
784	0.5221132311
785	0.5219594578
786	0.5217328249
787	0.5215347233
788	0.521358241
789	0.5211904187
790	0.5210258076
791	0.5208883815
792	0.5207846597
793	0.5205798663
794	0.520406992
795	0.5202831964
796	0.5200387801
797	0.5198601343
798	0.5196393491
799	0.5193920413
800	0.5191793552
801	0.5190188281
802	0.5188642381
803	0.5186705527
804	0.5184780138
805	0.5183584899
806	0.5181896286
807	0.518072792
808	0.5179380062
809	0.5177995266
810	0.5176404861
811	0.517490567
812	0.5173660863
813	0.5172407302
814	0.5170891378
815	0.5169370191
816	0.5167362214
817	0.5166030947
818	0.5164207079
819	0.5162720887
820	0.5161281256
821	0.5160104434
822	0.5158456891
823	0.5157040205
824	0.515505332
825	0.5153691506
826	0.5152253421
827	0.5151007651
828	0.5149992259
829	0.5148625279
830	0.5147250697
831	0.5145619799
832	0.5144230068
833	0.5141981931
834	0.5140719388
835	0.5138768128
836	0.5137170013
837	0.5135689196
838	0.5133835282
839	0.5132399692
840	0.5130522752
841	0.5128804426
842	0.5127150868
843	0.5125878681
844	0.5124407926
845	0.5123238505
846	0.5121744841
847	0.5119838673
848	0.511823628
849	0.5116797166
850	0.5115684653
851	0.5114692926
852	0.5113312504
853	0.5111922224
854	0.5110310145
855	0.510826696
856	0.510686806
857	0.5105363117
858	0.5104126998
859	0.5102837823
860	0.5101487559
861	0.5099582685
862	0.5097854404
863	0.5096403884
864	0.509503766
865	0.5093321304
866	0.5092105709
867	0.5090471424
868	0.5088719995
869	0.5086898663
870	0.5085668459
871	0.5084458211
872	0.5083253101
873	0.5081485686
874	0.5079883775
875	0.5078640567
876	0.5076624919
877	0.5074967679
878	0.5073649348
879	0.5072196556
880	0.5070808605
881	0.5069411429
882	0.5068054092
883	0.5066667753
884	0.5064775401
885	0.5062795654
886	0.5061657673
887	0.5060404616
888	0.5058620932
889	0.5057248928
890	0.5055182176
891	0.5053138477
892	0.5051810536
893	0.5050495014
894	0.5049163151
895	0.5048191866
896	0.5046655524
897	0.5044962139
898	0.5043554791
899	0.5042714847
900	0.5041212154
901	0.5040044416
902	0.5038354848
903	0.5036914599
904	0.503536607
905	0.5033589171
906	0.5032139372
907	0.5030781224
908	0.5029254757
909	0.5027360031
910	0.5025905786
911	0.5024214912
912	0.5022909042
913	0.5021348087
914	0.5019436099
915	0.5017663748
916	0.5015717967
917	0.5014290051
918	0.5012422546
919	0.5011068547
920	0.5008992178
921	0.5007413721
922	0.5005806897
923	0.5004901571
924	0.5003638377
925	0.5002167702
926	0.5000609179
927	0.4998741548
928	0.4997263691
929	0.4995564839
930	0.4994383987
931	0.4993180602
932	0.499217513
933	0.4990239212
934	0.4988659566
935	0.4988228735
936	0.4985914108
937	0.4984057823
938	0.4982461409
939	0.4981211276
940	0.4980084087
941	0.4978778663
942	0.4977091001
943	0.4975434053
944	0.4974068984
945	0.4972393751
946	0.4971334853
947	0.4970243805
948	0.496831291
949	0.4967237738
950	0.496600126
951	0.4964605866
952	0.4963408753
953	0.4961968361
954	0.4960607809
955	0.4959324378
956	0.4957655464
957	0.4955988617
958	0.4953867785
959	0.4952519137
960	0.4951347548
961	0.4949941572
962	0.4948281377
963	0.4947206329
964	0.4945894724
965	0.4944694505
966	0.4943062286
967	0.4941755102
968	0.4940654267
969	0.4938581568
970	0.4936942452
971	0.4934886874
972	0.4933420237
973	0.4932004044
974	0.4930931914
975	0.4929287101
976	0.4928538089
977	0.4926545933
978	0.4924962938
979	0.4923920099
980	0.4922780973
981	0.4921277132
982	0.4919550185
983	0.4918080687
984	0.4916899671
985	0.4916035048
986	0.491406198
987	0.4912383554
988	0.4910974879
989	0.4908884389
990	0.4907134408
991	0.490581139
992	0.4904638798
993	0.4903506296
994	0.4902226569
995	0.4900847512
996	0.4899840733
997	0.4898917619
998	0.4897554448
999	0.4896430964
1000	0.4895086681
1001	0.4893436539
1002	0.4891760715
1003	0.4890201551
1004	0.4888406176
1005	0.4886878955
1006	0.4885675927
1007	0.4884136916
1008	0.4883273119
1009	0.4882159202
1010	0.4880975529
1011	0.4879488523
1012	0.4878533901
1013	0.4877041616
1014	0.4875858266
1015	0.4874861214
1016	0.487317028
1017	0.4871420202
1018	0.486972595
1019	0.4868556895
1020	0.4867015642
1021	0.486518647
1022	0.4863589114
1023	0.4862123476
1024	0.4861175499
1025	0.4859595423
1026	0.4858175426
1027	0.4856771469
1028	0.4855633239
1029	0.4854114112
1030	0.4852484568
1031	0.4851033425
1032	0.4849305014
1033	0.4848214172
1034	0.4846978992
1035	0.4845906197
1036	0.4844832559
1037	0.4843247267
1038	0.4841509307
1039	0.4840370352
1040	0.4839048579
1041	0.4837542524
1042	0.4835889175
1043	0.4834040465
1044	0.4832714289
1045	0.4831520786
1046	0.4830703242
1047	0.4828989451
1048	0.4827702115
1049	0.4826410538
1050	0.48245616
1051	0.4823449234
1052	0.4821769617
1053	0.482016472
1054	0.4818915785
1055	0.4817578616
1056	0.4816350707
1057	0.4814684466
1058	0.481361843
1059	0.4812445298
1060	0.4811303357
1061	0.4810414304
1062	0.480924809
1063	0.4808029666
1064	0.4807295291
1065	0.4805441946
1066	0.4804004434
1067	0.4802729516
1068	0.4801764942
1069	0.4800332472
1070	0.4798620239
1071	0.4797075159
1072	0.4795640358
1073	0.4794698517
1074	0.4793275827
1075	0.4791961256
1076	0.47910765
1077	0.4789666727
1078	0.4788061382
1079	0.4787216379
1080	0.4786134072
1081	0.4784626052
1082	0.4783053016
1083	0.4781734194
1084	0.4780263983
1085	0.4779268069
1086	0.4778272446
1087	0.4777188775
1088	0.4775668917
1089	0.4774229595
1090	0.4772988441
1091	0.4771503781
1092	0.4769794704
1093	0.4768125341
1094	0.4767336184
1095	0.4766600061
1096	0.4765497607
1097	0.4763986506
1098	0.4762802114
1099	0.4761474708
1100	0.4760837933
1101	0.4759398906
1102	0.4757401585
1103	0.4756158781
1104	0.4754373308
1105	0.4753134616
1106	0.4751981215
1107	0.4750778023
1108	0.4749217497
1109	0.474828308
1110	0.4746417576
1111	0.4744823006
1112	0.4743619257
1113	0.4742548271
1114	0.4741219872
1115	0.4739841906
1116	0.4738687943
1117	0.473729515
1118	0.4736216389
1119	0.4734535124
1120	0.4732885484
1121	0.4731184424
1122	0.4729742523
1123	0.4728743092
1124	0.472729622
1125	0.4726271157
1126	0.472533987
1127	0.4723923272
1128	0.4722417677
1129	0.4721020359
1130	0.4719867655
1131	0.4717924908
1132	0.4716940707
1133	0.4714878013
1134	0.4713533548
1135	0.4712406582
1136	0.4711203008
1137	0.4710236164
1138	0.4709078958
1139	0.4707177472
1140	0.4706126106
1141	0.4705215564
1142	0.4703820103
1143	0.4702963399
1144	0.4701811997
1145	0.4700202544
1146	0.4698396678
1147	0.4697077818
1148	0.4695887727
1149	0.4694361402
1150	0.4692958558
1151	0.4691453682
1152	0.4690466109
1153	0.4689661468
1154	0.4688282454
1155	0.4687379306
1156	0.4686174094
1157	0.4685134052
1158	0.4683785719
1159	0.4682746532
1160	0.4681528761
1161	0.4680573339
1162	0.4679422791
1163	0.4677836702
1164	0.4676327538
1165	0.4675352612
1166	0.4674428571
1167	0.4673240925
1168	0.4671999345
1169	0.4670947732
1170	0.466983959
1171	0.4668082862
1172	0.4667298102
1173	0.4666583929
1174	0.4665356138
1175	0.4664438236
1176	0.4663465098
1177	0.466257191
1178	0.4661528727
1179	0.4660397488
1180	0.4659710464
1181	0.4658269904
1182	0.4657192118
1183	0.4655895056
1184	0.4654935447
1185	0.4653559902
1186	0.4651916884
1187	0.4651081235
1188	0.4649524546
1189	0.4648282198
1190	0.4646850838
1191	0.4645787097
1192	0.464431725
1193	0.4643295475
1194	0.4642223941
1195	0.4640712276
1196	0.4639759867
1197	0.4638660054
1198	0.4636974618
1199	0.4635588938
1200	0.463428488
1201	0.463305394
1202	0.4632132247
1203	0.4630835178
1204	0.462955135
1205	0.4627846931
1206	0.462667845
1207	0.4625350112
1208	0.4623690961
1209	0.4622612536
1210	0.4621316264
1211	0.4619717207
1212	0.4618349993
1213	0.4617122026
1214	0.4615476279
1215	0.4614035096
1216	0.4612935744
1217	0.4611147434
1218	0.4609861938
1219	0.4608501093
1220	0.4607545794
1221	0.4606679308
1222	0.4605811804
1223	0.4604650051
1224	0.4603821164
1225	0.4602908931
1226	0.4601931537
1227	0.4601017038
1228	0.4599690997
1229	0.4598617605
1230	0.4597789749
1231	0.4596304445
1232	0.4594600197
1233	0.4593366179
1234	0.4592296602
1235	0.4591266008
1236	0.4590266437
1237	0.4588941559
1238	0.4587716638
1239	0.458691345
1240	0.458587908
1241	0.4584824634
1242	0.4583822739
1243	0.4583207813
1244	0.4581818561
1245	0.4581233679
1246	0.457998199
1247	0.4578571441
1248	0.4577469288
1249	0.4576452342
1250	0.4575100168
1251	0.4573546995
1252	0.4572316736
1253	0.457074666
1254	0.4569520325
1255	0.4568301695
1256	0.4567510298
1257	0.4566466728
1258	0.4565336993
1259	0.4564171118
1260	0.456321514
1261	0.4562076186
1262	0.4560887198
1263	0.4559419982
1264	0.4558561017
1265	0.4556819065
1266	0.4556204009
1267	0.4554854181
1268	0.4553183252
1269	0.4551453425
1270	0.4550228089
1271	0.4549192721
1272	0.4548501401
1273	0.4547332002
1274	0.4546242516
1275	0.4544504094
1276	0.4543221427
1277	0.4541320627
1278	0.4539801596
1279	0.4538819103
1280	0.4537871769
1281	0.4536325405
1282	0.4535300114
1283	0.4534166665
1284	0.4533464705
1285	0.4532480833
1286	0.4530855173
1287	0.452991102
1288	0.4528974449
1289	0.452772198
1290	0.4526551251
1291	0.4525050116
1292	0.4523739406
1293	0.4522356122
1294	0.4521254626
1295	0.4520264661
1296	0.4519071867
1297	0.4517824756
1298	0.4517002699
1299	0.4515868518
1300	0.451448913
1301	0.4512864342
1302	0.4511390972
1303	0.4510365473
1304	0.4509245381
1305	0.4508359636
1306	0.4506887903
1307	0.4505502435
1308	0.4504066519
1309	0.4502161973
1310	0.4501153998
1311	0.4500090796
1312	0.4499050224
1313	0.4497714526
1314	0.449633219
1315	0.4495208923
1316	0.449434644
1317	0.4493502365
1318	0.4492208852
1319	0.4491367124
1320	0.4490406053
1321	0.4489061932
1322	0.4488209423
1323	0.4487098462
1324	0.4485829476
1325	0.4484365702
1326	0.4483106933
1327	0.4481738042
1328	0.4480565894
1329	0.4479677666
1330	0.4479236218
1331	0.4478473521
1332	0.4477288268
1333	0.4476206363
1334	0.4475336293
1335	0.4474337116
1336	0.4473227436
1337	0.447245283
1338	0.4471124306
1339	0.4469946552
1340	0.4469218637
1341	0.4468146735
1342	0.4467524483
1343	0.4466275662
1344	0.4465416046
1345	0.4463960499
1346	0.4462998166
1347	0.4461845144
1348	0.4460569866
1349	0.4459227674
1350	0.4458645671
1351	0.4457169691
1352	0.4456324352
1353	0.4455197908
1354	0.4454359015
1355	0.4453187659
1356	0.445213512
1357	0.4451043367
1358	0.4450140477
1359	0.4449039042
1360	0.4447569405
1361	0.4446491414
1362	0.444521263
1363	0.4443760734
1364	0.4442723621
1365	0.4441998612
1366	0.4441287018
1367	0.4440449306
1368	0.4439512146
1369	0.4438560203
1370	0.4437277346
1371	0.4436527154
1372	0.4435365971
1373	0.4434125215
1374	0.4432907343
1375	0.44315986
1376	0.4430109964
1377	0.4428979002
1378	0.4427772745
1379	0.4427059671
1380	0.442576149
1381	0.442424457
1382	0.442267261
1383	0.4421594711
1384	0.4420594115
1385	0.4419990172
1386	0.4418953076
1387	0.4418090318
1388	0.4416961221
1389	0.4416550162
1390	0.441502639
1391	0.4413990026
1392	0.4412401277
1393	0.4412055031
1394	0.4411283742
1395	0.4410304159
1396	0.4408864523
1397	0.4407362737
1398	0.4406680179
1399	0.4405543925
1400	0.440485885
1401	0.4404016663
1402	0.4403295377
1403	0.4402640134
1404	0.4401759417
1405	0.4401185858
1406	0.4400178677
1407	0.4399136933
1408	0.4397801755
1409	0.4396923241
1410	0.4395616919
1411	0.4394871999
1412	0.4393378667
1413	0.4392422779
1414	0.4391419432
1415	0.4390246514
1416	0.4388786518
1417	0.4387636712
1418	0.4386830649
1419	0.4385723007
1420	0.4384540687
1421	0.438320891
1422	0.4382219947
1423	0.4381117772
1424	0.4379959539
1425	0.4378384168
1426	0.4377497859
1427	0.4376213523
1428	0.4374803874
1429	0.4373782334
1430	0.4372377415
1431	0.4371598703
1432	0.4370541509
1433	0.4369434776
1434	0.4368435904
1435	0.4366826095
1436	0.4366003213
1437	0.4364530588
1438	0.4363433479
1439	0.4362353064
1440	0.4361624931
1441	0.4360718276
1442	0.4359328773
1443	0.4358103312
1444	0.4356976133
1445	0.4355815233
1446	0.4354402702
1447	0.4352909287
1448	0.4351826169
1449	0.4351156574
1450	0.4349826279
1451	0.434873866
1452	0.434737347
1453	0.4346342006
1454	0.4345197706
1455	0.4343879513
1456	0.434286047
1457	0.4341300117
1458	0.4340320791
1459	0.4339435967
1460	0.4338104158
1461	0.433694168
1462	0.4335468295
1463	0.433444314
1464	0.4333282469
1465	0.4332404409
1466	0.4331102793
1467	0.4329830144
1468	0.432875267
1469	0.4327495433
1470	0.4326794465
1471	0.4325378825
1472	0.4323922882
1473	0.4322477103
1474	0.4321589814
1475	0.4320004085
1476	0.4318931033
1477	0.4317650272
1478	0.4316690615
1479	0.4315745144
1480	0.4314738368
1481	0.4313579762
1482	0.4312281203
1483	0.4311466202
1484	0.4310498708
1485	0.430937948
1486	0.4308505008
1487	0.4307462695
1488	0.4306719978
1489	0.4305972359
1490	0.4305039199
1491	0.4303996747
1492	0.4303321555
1493	0.4302179293
1494	0.4300575129
1495	0.4299078667
1496	0.4298165922
1497	0.4297081735
1498	0.4295731623
1499	0.4295373375
1500	0.4294228085
1501	0.4293032293
1502	0.4291872011
1503	0.4290611419
1504	0.4289414427
1505	0.4288602846
1506	0.4287423661
1507	0.4286392591
1508	0.4285334508
1509	0.4284229333
1510	0.4283473992
1511	0.4282717035
1512	0.4281930633
