iter	Logloss
1513	0.4280885069
1514	0.4279942741
1515	0.4278741571
1516	0.4277815223
1517	0.4276779122
1518	0.4275704989
1519	0.4274760965
1520	0.4273596197
1521	0.4272397732
1522	0.4271587763
1523	0.4270560986
1524	0.427016838
1525	0.4269283315
1526	0.4268570791
1527	0.426774922
1528	0.4266563472
1529	0.4265018962
1530	0.4263964757
1531	0.4262425221
1532	0.4261158097
1533	0.4260181083
1534	0.4258787009
1535	0.4257866299
1536	0.4257089855
1537	0.4255736474
1538	0.4254749926
1539	0.4253383032
1540	0.4252274599
1541	0.4251326947
1542	0.4250678852
1543	0.4249871866
1544	0.4249124888
1545	0.4248122471
1546	0.4247548775
1547	0.4246548106
1548	0.4245348295
1549	0.4244320069
1550	0.4243473527
1551	0.4242027078
1552	0.424147929
1553	0.4240019079
1554	0.4239175515
1555	0.4237844453
1556	0.4236720749
1557	0.4235588927
1558	0.4234273254
1559	0.4233292927
1560	0.4232481127
1561	0.4231289281
1562	0.4230093014
1563	0.4228931059
1564	0.4227768292
1565	0.4226565664
1566	0.4225706965
1567	0.4224718503
1568	0.4223236651
1569	0.4222396497
1570	0.4221325569
1571	0.4219755495
1572	0.4218873492
1573	0.4217645445
1574	0.4216263425
1575	0.4215403542
1576	0.4214277077
1577	0.4213228516
1578	0.4211993541
1579	0.4210830469
1580	0.4209726284
1581	0.4209073727
1582	0.4207994191
1583	0.4206628281
1584	0.4205452843
1585	0.4204194902
1586	0.4203225845
1587	0.420231488
1588	0.4201124338
1589	0.4200158301
1590	0.4199016861
1591	0.4197508174
1592	0.419603268
1593	0.4195083057
1594	0.4194084569
1595	0.4192971033
1596	0.4192287859
1597	0.419117008
1598	0.4190091954
1599	0.4189135371
1600	0.4187893519
1601	0.4187045921
1602	0.4185949401
1603	0.4185174347
1604	0.4184318043
1605	0.4183556653
1606	0.4182075455
1607	0.4181354571
1608	0.4180305198
1609	0.4179558069
1610	0.4178247728
1611	0.4177708498
1612	0.4176918188
1613	0.4176017861
1614	0.4175240935
1615	0.4174362689
1616	0.4173372925
1617	0.4172597778
1618	0.4172071816
1619	0.4170867696
1620	0.4170312082
1621	0.416908515
1622	0.4168497925
1623	0.4167599061
1624	0.4166292249
1625	0.4164942062
1626	0.4163779769
1627	0.4162582142
1628	0.4161481349
1629	0.4160274343
1630	0.4159267661
1631	0.4158347059
1632	0.415761949
1633	0.4156736341
1634	0.4155619651
1635	0.4154753247
1636	0.4153867255
1637	0.4152600362
1638	0.4151296638
1639	0.4150420576
1640	0.4149414593
1641	0.4148622616
1642	0.4147169877
1643	0.4146258635
1644	0.414511567
1645	0.4144309334
1646	0.4143220332
1647	0.414243802
1648	0.4141579074
1649	0.4140520939
1650	0.4139769974
1651	0.4138663599
1652	0.413736803
1653	0.4136385729
1654	0.4135081416
1655	0.4134096671
1656	0.4133091592
1657	0.4131900108
1658	0.4130783654
1659	0.4129510199
1660	0.4127987438
1661	0.4126913719
1662	0.4125691529
1663	0.412479814
1664	0.4123565018
1665	0.4122943157
1666	0.4122271876
1667	0.4121401795
1668	0.4120501907
1669	0.4119656995
1670	0.4118532999
1671	0.411770474
1672	0.4116293311
1673	0.4115233114
1674	0.4114349211
1675	0.4113508073
1676	0.4112919812
1677	0.4111886466
1678	0.4110954201
1679	0.41102331
1680	0.4109217879
1681	0.4108100944
1682	0.4107192046
1683	0.4106360415
1684	0.4105632101
1685	0.410507542
1686	0.4104268826
1687	0.4103257382
1688	0.4102575663
1689	0.4101022178
1690	0.4099604189
1691	0.4099016822
1692	0.4098099279
1693	0.4097222552
1694	0.4096283229
1695	0.4095207848
1696	0.4094469365
1697	0.4093344353
1698	0.4092065781
1699	0.4090593067
1700	0.4089775126
1701	0.4088396488
1702	0.408748407
1703	0.4086552759
1704	0.4086060816
1705	0.4085415625
1706	0.4084387785
1707	0.4083245738
1708	0.4082050697
1709	0.4080974039
1710	0.4080274524
1711	0.4079210932
1712	0.407819974
1713	0.4076801328
1714	0.407561507
1715	0.4074770448
1716	0.4074044204
1717	0.4073036044
1718	0.4072418752
1719	0.407121199
1720	0.4070113424
1721	0.4068911944
1722	0.4068159966
1723	0.4067231589
1724	0.4065977155
1725	0.4064557698
1726	0.4063594109
1727	0.4062489109
1728	0.406147682
1729	0.4060435236
1730	0.4059533003
1731	0.4058908664
1732	0.4057990504
1733	0.4057381948
1734	0.4056429653
1735	0.405523313
1736	0.405436833
1737	0.405330824
1738	0.405200854
1739	0.4050989854
1740	0.4049862749
1741	0.4049026617
1742	0.4047541148
1743	0.4046912652
1744	0.4046310442
1745	0.4045353726
1746	0.4044548816
1747	0.4043526482
1748	0.4042549888
1749	0.4041749205
1750	0.4040551716
1751	0.4039980262
1752	0.4038980468
1753	0.4037730627
1754	0.403701217
1755	0.4036442459
1756	0.4035585794
1757	0.4034663096
1758	0.4033766526
1759	0.4032840843
1760	0.4031911716
1761	0.4030844842
1762	0.402978226
1763	0.4028992248
1764	0.4027866552
1765	0.4026836178
1766	0.4026063986
1767	0.4025329346
1768	0.4024670879
1769	0.4023526107
1770	0.4023109153
1771	0.4021774211
1772	0.4020307177
1773	0.4019458133
1774	0.401873346
1775	0.4017840882
1776	0.4017243994
1777	0.4016075002
1778	0.4015286444
1779	0.4014341047
1780	0.4013125231
1781	0.4012093694
1782	0.4011607927
1783	0.4010966802
1784	0.4009953571
1785	0.4009288503
1786	0.40081788
1787	0.4007346935
1788	0.4006680938
1789	0.4005656445
1790	0.4004940633
1791	0.4004292673
1792	0.4003345972
1793	0.4002612423
1794	0.4001968059
1795	0.4001032659
1796	0.4000080474
1797	0.3998838629
1798	0.3997743771
1799	0.399657222
1800	0.3995455137
1801	0.3994483151
1802	0.3993752039
1803	0.3993117596
1804	0.3992206333
1805	0.3991435967
1806	0.3990478404
1807	0.3989896084
1808	0.3989027094
1809	0.3988033094
1810	0.398695845
1811	0.398620476
1812	0.3984758837
1813	0.3984069416
1814	0.3982893098
1815	0.3982061353
1816	0.3980915498
1817	0.3979922371
1818	0.3978889204
1819	0.3977828832
1820	0.3977039598
1821	0.3976333895
1822	0.3975197227
1823	0.3974337199
1824	0.3973220576
1825	0.3972445744
1826	0.397157799
1827	0.3970527715
1828	0.3969467134
1829	0.3968452777
1830	0.3967737126
1831	0.3966824835
1832	0.3965551399
1833	0.3964843567
1834	0.3963795897
1835	0.3962698087
1836	0.3961945865
1837	0.3961149727
1838	0.3960479355
1839	0.3959780991
1840	0.395907563
1841	0.395857328
1842	0.3957597347
1843	0.3956447336
1844	0.3955491253
1845	0.3954526441
1846	0.3953972496
1847	0.3952517249
1848	0.3951425597
1849	0.3950415111
1850	0.3949621503
1851	0.3948834828
1852	0.394799428
1853	0.3947438632
1854	0.3946375426
1855	0.394539301
1856	0.3944192115
1857	0.3943541378
1858	0.3942710808
1859	0.3941819165
1860	0.3940741676
1861	0.3939677452
1862	0.3938588907
1863	0.3937645834
1864	0.3936197611
1865	0.3935613829
1866	0.3934936768
1867	0.3933701154
1868	0.3933089737
1869	0.3932131537
1870	0.3931137199
1871	0.3930512495
1872	0.3929853439
1873	0.3928918912
1874	0.3928309874
1875	0.392712259
1876	0.3926526838
1877	0.3926060219
1878	0.3924992535
1879	0.392380163
1880	0.3922879995
1881	0.3921389289
1882	0.3920557665
1883	0.3919231789
1884	0.3918490486
1885	0.3917349108
1886	0.3916637213
1887	0.391565856
1888	0.3915107767
1889	0.3914317596
1890	0.3913610947
1891	0.391280151
1892	0.3911737195
1893	0.3910859087
1894	0.3910007287
1895	0.3909022386
1896	0.3908251321
1897	0.3907204487
1898	0.3906416567
1899	0.3905695467
1900	0.3905075842
1901	0.3904161998
1902	0.3903207263
1903	0.3902016625
1904	0.3900994597
1905	0.390022572
1906	0.3899219934
1907	0.3898100098
1908	0.3896709236
1909	0.3895632687
1910	0.3894569878
1911	0.3893655888
1912	0.3893083294
1913	0.3892353367
1914	0.3891161524
1915	0.3890470087
1916	0.3889739977
1917	0.388868734
1918	0.3887934683
1919	0.388660962
1920	0.3885698937
1921	0.3884627557
1922	0.3884136315
1923	0.3882937887
1924	0.388227439
1925	0.3881431283
1926	0.3880540301
1927	0.3879833676
1928	0.3879141423
1929	0.3878053764
1930	0.3876946168
1931	0.3875978634
1932	0.3875517466
1933	0.3874421662
1934	0.3873899269
1935	0.3873506064
1936	0.3872240021
1937	0.3871112685
1938	0.3869853827
1939	0.3868967294
1940	0.3868156333
1941	0.3866999151
1942	0.3866379919
1943	0.3865446936
1944	0.3864566555
1945	0.3863412465
1946	0.3862212021
1947	0.3861094625
1948	0.3860364473
1949	0.3859646604
1950	0.3858870598
1951	0.3857824437
1952	0.3857001476
1953	0.3856052557
1954	0.3855226551
1955	0.3854624978
1956	0.3853855935
1957	0.3853054078
1958	0.3852065774
1959	0.3851595677
1960	0.385036607
1961	0.3849549764
1962	0.3848871152
1963	0.3847638427
1964	0.3847170174
1965	0.3846352908
1966	0.3845451084
1967	0.3844887095
1968	0.3843926187
1969	0.3842945907
1970	0.3842206508
1971	0.3841299874
1972	0.384063325
1973	0.3839777892
1974	0.3838931756
1975	0.3838114637
1976	0.3837673392
1977	0.3836843255
1978	0.3836385336
1979	0.3835131602
1980	0.3834133599
1981	0.3833035539
1982	0.3832010819
1983	0.3830758935
1984	0.3830138972
1985	0.3829236941
1986	0.3828345078
1987	0.3827138506
1988	0.3826197258
1989	0.3825073174
1990	0.3824298657
1991	0.382299066
1992	0.3822141819
1993	0.3821507
1994	0.3820698164
1995	0.3820011362
1996	0.3819019309
1997	0.3818399238
1998	0.3817605655
1999	0.3816677832
